sno,recoding_url,user,human_transcribe,nemo_transcribe,deepgram_transcribe,Nemo,Deepgram
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI3-1636143135.25943-in_6.wav,m.aqib,and what state are you calling from,and what state are you calling from,And what state are you calling from,TRUE,TRUE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI6-1637012290.117193-in_9.wav,m.aqib,and where are you calling from,and where are you calling from,And where you calling from,TRUE,FALSE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI9-1636049071.42975-in_11.wav,m.aqib,and where did you get my name,and where did you get my name,And where did you get my name,TRUE,TRUE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636126077.5224-in_27.wav,m.aqib,and which city are you in captain,and what city are you in catherine,and with two you and Catherine,FALSE,FALSE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1635979037.166156-in_7.wav,m.aqib,and widely ,anne wily,And riley,FALSE,FALSE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI10-1635886147.3688-in_0.wav,m.aqib,and will call you back thank you,and will pal you back thank you,and well call you back Thank you Name is,FALSE,FALSE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI20-1636150911.5959-in_20.wav,m.aqib,and you would do,and you would do,Can you go to,TRUE,FALSE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI10-1635522528.56901-in_0.wav,m.aqib,ant that a part,ant that a part,part,TRUE,FALSE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636996456.335480-in_33.wav,m.aqib,any old time,any old time,Any time,TRUE,FALSE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636996456.335480-in_29.wav,m.aqib,any other time,any other time,Any other time,TRUE,TRUE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI12-1634923147.11742-in_3.wav,m.aqib,any reason for your call goodbye sir,i avenue reason for your care later,Is the reason for your call device,FALSE,FALSE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636996456.335480-in_46.wav,m.aqib,anybody else where talk ti i am here,anybody else where talk ti i on hem,Anybody else who talk On here,FALSE,FALSE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI12-1634926804.27335-in_8.wav,m.aqib,are you a child master,are you a child master,Are you a child,TRUE,FALSE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI7-1636470520.2530-in_1.wav,m.aqib,are you a computer or your reoccur,are you a computer or your recur,Your computer or your lopez,FALSE,FALSE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI3-1636383094.48674-in_2.wav,m.aqib,are you a computer you are arent you,are you a computer you are arent you,Are you a computer You are our two,TRUE,FALSE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636829493.318936-in_1.wav,m.aqib,are you a democrat or republican,are you a democrat or republican,Are you a Democrat Republican,TRUE,FALSE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI7-1636067207.62153-in_7.wav,m.aqib,"are you a live person or are you another roll back?
",are you a live person or are you another root,Are you a live person Or are you another robot,FALSE,FALSE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI10-1635541382.115072-in_1.wav,m.aqib,are you a machine or are you a real person,are you a machine or are you a real part,Are you a Machine or your real parts,FALSE,FALSE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI13-1635203210.29040-in_2.wav,m.aqib,are you a person,a real person,How Thank you,FALSE,FALSE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI3-1636835378.201867-in_2.wav,m.aqib,Are you a person or a machine ?,are you a person or a machine,Are you a person or a machine,FALSE,FALSE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI7-1636067207.62153-in_3.wav,m.aqib,Are you a real person or is this a recording?,are you a real person or is this a recording,You a real person or is this the recorded,FALSE,FALSE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI11-1635198327.22439-in_1.wav,m.aqib,are you a scammer,are you a scramble,us camera,FALSE,FALSE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1636732584.103482-in_5.wav,m.aqib,are you calling from china?,are you calling from china,Are you calling from China,FALSE,FALSE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI10-1634926424.24738-in_1.wav,m.aqib,are you calling me from hawaii,are you calling me from hawaii,Are you calling me from Hawaii,TRUE,TRUE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI6-1635618006.58401-in_0.wav,m.aqib,are you going to speak,are you going to speak,Are you going to speak,TRUE,TRUE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI8-1637014828.97010-in_2.wav,m.aqib,are you gone talk to me ,are you gone go to mews,Im gonna talk to lot,FALSE,FALSE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI9-1635013188.49321-in_1.wav,m.aqib,are you gonna talk or not,are you donna talk or not,I gonna talk or not,FALSE,FALSE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI20-1636488537.101-in_2.wav,m.aqib,are you look into me ,are you lucid into me,Are you whats the man,FALSE,FALSE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636062509.261242-in_17.wav,m.aqib,are you new at that,are you knew at that,Are new it this,FALSE,FALSE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636736096.235843-in_2.wav,m.aqib,are you on the phone hand,are you on the phone hand,Are you on the phone hang,TRUE,FALSE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI7-1636990468.46436-in_26.wav,m.aqib,are you own to calm master right,i you one to calm both to you right,You want me to call off to you Right,FALSE,FALSE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI13-1636062909.40814-in_5.wav,m.aqib,are you recording are you recording,are you recording are you recording,Are you recording Are you recording,TRUE,TRUE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636996456.335480-in_1.wav,m.aqib,are you sure this is an a recording,areyou sure this is an a recording,Make sure this is on a recording,FALSE,FALSE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1636670145.83808-in_1.wav,m.aqib,are you sure we went out for drinks or something i never hear at a sex voice like your,are you sure we went out for drinks or something i never tick at a sex voice like your,Are you sure tricks or something I never a sexy voice like your,FALSE,FALSE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI8-1636473717.3748-in_1.wav,m.aqib,are you sure we went out for tricks for something i never forget a sexy voice like your,are you sure we went out for tricks for something i never forget a sex voice like your,Are you sure we been at tricks for something I never look at a sexy voice like your,FALSE,FALSE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI20-1636151426.6424-in_14.wav,m.aqib,are you there,are you tore,0,FALSE,FALSE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI9-1636049093.43088-in_0.wav,m.aqib,are you there ,of you on,Are you there,FALSE,FALSE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI9-1636152915.54565-in_6.wav,m.aqib,are you there james hello think he hang up he said  he going to give me  a credit card,are you there same hello think he hung up he s hes going t give me quite a car,Are you there James Hello Well I thank you hung up He said hes gonna give me a credit card,FALSE,FALSE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI20-1636150702.5709-in_0.wav,m.aqib,areyou s no more ashamed you are calling a more shock telephone line why are you doing that,areyou s no more ashamed youre calling a more shock telephone line,are you sure im a shocking Youre calling a more a shark telephone line Why are you doing that,FALSE,FALSE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636996456.335480-in_55.wav,m.aqib,as it the first us hit had it all,as it the first us hit had it all,It the first cousin that at all,TRUE,FALSE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI20-1636054066.20484-in_7.wav,m.aqib,as or you you are trying to can me out of something,ass or you youre trying to can me out of something,password you youre trying to call me out of something,FALSE,FALSE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI10-1635546752.132636-in_5.wav,m.aqib,at the tell,at the tell,At the tone,TRUE,FALSE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI6-1636393739.70538-in_0.wav,m.aqib,at the tone ,a the tone wrinkle,At the tone,FALSE,FALSE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI3-1635527393.90059-in_0.wav,m.aqib,at the tone please record human,at the tone please record human,At the tone please record your,TRUE,FALSE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1636492621.20817-in_1.wav,m.aqib,at very moment,at very moment,A very moment,TRUE,FALSE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1635518370.43428-in_2.wav,m.aqib,awesome ,often,Awesome,FALSE,FALSE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1636728702.90556-in_6.wav,m.aqib,awesome i will let them know that this is a business not occur,awesome i will let them know that this is a business not a our,Awesome I will let them know that this is a business Not a,FALSE,FALSE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI10-1635461119.25552-in_18.wav,m.aqib,baaba,bad at,Bye,FALSE,FALSE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI4-1636388805.25729-in_0.wav,m.aqib,back later,baggage,Bradley,FALSE,FALSE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI20-1635435749.2819-in_16.wav,m.aqib,back o about twenty thousand,back o about twenty thousand,Thats one About twenty thousand,TRUE,FALSE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI11-1635269853.7215-in_0.wav,m.aqib,back to you thank you,back to you thank you,Back to you Thank,TRUE,FALSE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI10-1636474327.1510-in_0.wav,m.aqib,be important to us please stay on the line and an agent will be with you shortly,be important to us please stay on the line and an agent will be with you shortly,be important to us Please stay on the line and an agent will be with you shortly,TRUE,TRUE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636062509.261242-in_15.wav,m.aqib,be part of my life,be part of my life,You part my what,TRUE,FALSE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1636495105.25846-in_13.wav,m.aqib,because its a built in call,because it te build get call,because its a bill call,FALSE,FALSE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1635974711.70161-in_11.wav,m.aqib,because like ten people are talking at the same time,os like ten people are talking at the same time,I was like ten people are talking at the same time,FALSE,FALSE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI9-1636491028.16855-in_0.wav,m.aqib,because the person you actually called is eight years old,because the person you actually called is eight years old,No Because the person you actually called is eight years old,TRUE,FALSE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI8-1637007497.80912-in_2.wav,m.aqib,because youre a cocksucker you want to suck my cock,because youre a cocksucker you want to suck my cock,because youre a cox you to suck my cox,TRUE,FALSE
