Bot Transcription,Recording URL
e very,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI6-1636144403.13468-in_1.wav
hello to for me,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI7-1636471233.5522-in_1.wav
not really but whatwhat is that about,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI8-1636142436.19010-in_1.wav
were you sir moving,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI20-1635435749.2819-in_1.wav
comes t h o,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI20-1635435749.2819-in_4.wav
below twenty thousand,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI20-1635435749.2819-in_6.wav
twenty thousand,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI20-1635435749.2819-in_7.wav
thomas read,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI20-1635435749.2819-in_10.wav
thomas mr end,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI20-1635435749.2819-in_12.wav
okay yeah i you have,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI20-1635435749.2819-in_13.wav
who who,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI20-1635435749.2819-in_15.wav
back o about twenty thousand,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI20-1635435749.2819-in_16.wav
latter card,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI20-1635435749.2819-in_19.wav
four twenty five,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI20-1635435749.2819-in_21.wav
five three zero zero one one six four two eight seven four one three nine two,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI20-1635435749.2819-in_22.wav
five three early one one seven two two to four one six five four,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI20-1635435749.2819-in_24.wav
okay cucumber,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI20-1635435749.2819-in_32.wav
quick le ahead,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI20-1635435749.2819-in_33.wav
less again,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI20-1635435749.2819-in_34.wav
no i dont ah,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI12-1634922633.9197-in_1.wav
a we riding way on e river  said e he o in,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI4-1635976102.93296-in_1.wav
no o tank you,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636060785.255192-in_0.wav
lo mamma i money,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI12-1635873314.28243-in_0.wav
i ran you know my mummy,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI12-1635873314.28243-in_1.wav
do you know my mon,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI12-1635873314.28243-in_2.wav
he entered the meeting pin followed by ont see,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI6-1635019199.37976-in_0.wav
no im driving a traitor,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI7-1636563729.22071-in_1.wav
very little thank you,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1635962570.118310-in_1.wav
will hold on for a minute because your wifes suck it my deck right now,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636816122.293452-in_3.wav
your wife eats my buck peter,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636816122.293452-in_4.wav
ah i sure enough do hum child what part south all from,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI7-1637006324.84981-in_1.wav
all you mean on the credit card that i dont have,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI7-1637006324.84981-in_2.wav
but i continue in it finally makinwabi tat call ma be recorded or monitor what are the last portages of your credit card,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1636560690.4754-in_1.wav
agricultural library on may thirty first two thousand eighteen for assistants least call the national agricultural libraries water and agricul information center at three zero one five zero four six zero seven seven tanks,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI10-1635538940.107149-in_0.wav
this is a weekend why are you bothering me goodby,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI4-1636824096.170102-in_1.wav
hello who of of his,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI3-1635877295.4727-in_0.wav
i no cause i dont have that,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI13-1635884010.10934-in_1.wav
victor o,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI5-1635781870.3339-in_0.wav
is the root call okay,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI7-1637008960.94173-in_0.wav
not out you susan desired,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI4-1636556213.2654-in_0.wav
well yeah i dont think i have much on my credit cards right now but ill take ill take we information you want to give me,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI6-1635019669.41310-in_2.wav
hay okay,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI6-1635019669.41310-in_3.wav
well i guess i dont have much i dont have much on my credit card,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI6-1635019669.41310-in_4.wav
i cant been thankright,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI6-1635019669.41310-in_5.wav
okay well f if they if they know what e do you know and you know what it is its okay with me,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI6-1635019669.41310-in_6.wav
a well not really,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI6-1635019669.41310-in_8.wav
well i just have one at i use vara,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI6-1635019669.41310-in_9.wav
i dont i dont know too much i really dont owe too much but i know i dont know exactly what i owe either i dont know cerebral gallon i guess,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI6-1635019669.41310-in_10.wav
only if im eighty one years of an i get jest six hundred dollars a months so scurvy,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI6-1635019669.41310-in_11.wav
you know i really dont know i dont know,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI6-1635019669.41310-in_12.wav
but i know its not cheap,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI6-1635019669.41310-in_13.wav
oh i dont know i i dont know what bankers my credit card,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI6-1635019669.41310-in_14.wav
and i dont know what pan what pardon,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI6-1635019669.41310-in_15.wav
well let me go get it,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI6-1635019669.41310-in_16.wav
well hold on,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI6-1635019669.41310-in_17.wav
its on a human card and i dont know how much ive got a,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI6-1635019669.41310-in_18.wav
exploration macewen,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI6-1635019669.41310-in_19.wav
on even may,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI6-1635019669.41310-in_20.wav
well doesnt say what they want to when it expired,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI6-1635019669.41310-in_21.wav
you dont say,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI6-1635019669.41310-in_22.wav
hm i never thought about batman you know,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI6-1635019669.41310-in_23.wav
o card issue seven five two two twenty one,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI6-1635019669.41310-in_24.wav
but i dont see any exploration,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI6-1635019669.41310-in_25.wav
me pe,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI6-1635019669.41310-in_26.wav
that thes what he,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI6-1635019669.41310-in_27.wav
dont her what you call it love,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI6-1635019669.41310-in_28.wav
no haveales,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI6-1635019669.41310-in_29.wav
say here oh ive got my my for passed way and i ham got a good good face right now t even thinking oh dear,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI6-1635019669.41310-in_30.wav
well not too good a of lucky kiss and i just lost my mind how what,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI6-1635019669.41310-in_33.wav
which cart is it it,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI6-1635019669.41310-in_34.wav
well ive got a card here ie got a met her well oh god i dont,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI6-1635019669.41310-in_35.wav
well im trying to look you a pharmicy discard,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI6-1635019669.41310-in_36.wav
what do you thine,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI6-1635019669.41310-in_38.wav
my credit card just a minute,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI6-1635019669.41310-in_40.wav
i dont have a lot of epic cards i have a oh thats  motivation i dont even want back cards for i tell you ive just lost my son and i dont have good sense right now,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI6-1635019669.41310-in_41.wav
i dont even i i dont,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI6-1635019669.41310-in_42.wav
i have a human card i dont know whats on it i tell you ive lost my son o him i dont i dont know what im doing im telling you im austin im just at the end o roof o the road here i dont know you cant look it up,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI6-1635019669.41310-in_44.wav
i have a human card,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI6-1635019669.41310-in_45.wav
the exploration m i dont fee the exploration i going ta humanacard,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI6-1635019669.41310-in_47.wav
i dont see an excellent expiration dato,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI6-1635019669.41310-in_48.wav
pardon its a human card its a human card oh let me see,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI6-1635019669.41310-in_49.wav
